,msla,msla (orig),trend,msla (detrend)
1987-07-31,-16.766666666666666,-11.8,-11.072673308054547,-5.6939933586121185
1987-08-31,-17.424999999999997,-13.1,-11.017246578128656,-6.407753421871341
1987-09-30,-19.4,-15.5,-10.961819848202772,-8.438180151797226
1987-10-31,-19.816666666666677,-16.3,-10.906393118276888,-8.910273548389789
1987-11-30,-17.14166666666668,-11.3,-10.850966388350997,-6.290700278315683
1987-12-31,-16.45833333333333,-10.4,-10.795539658425113,-5.662793674908215
1988-01-31,-19.358333333333334,-11.3,-10.74011292849923,-8.618220404834105
1988-02-29,-9.525000000000006,-4.4,-10.684686198573338,1.1596861985733327
1988-03-31,-7.683333333333337,-3.3,-10.629259468647454,2.9459261353141173
1988-04-30,-6.791666666666671,-2.5,-10.57383273872157,3.782166072054899
1988-05-31,-0.3083333333333371,4.9,-10.51840600879568,10.210072675462342
1988-06-30,-5.49166666666666,-0.5,-10.462979278869796,4.9713126122031355
1988-07-31,-3.1666666666666714,1.8,-10.407552548943912,7.24088588227724
1988-08-31,-3.825000000000003,0.5,-10.35212581901802,6.527125819018018
1988-09-30,10.5,14.4,-10.296699089092137,20.796699089092137
1988-10-31,18.48333333333332,22.0,-10.241272359166253,28.724605692499573
1988-11-30,8.758333333333326,14.6,-10.185845629240362,18.944178962573687
1988-12-31,5.541666666666671,11.6,-10.130418899314478,15.672085565981149
1989-01-31,7.041666666666671,15.1,-10.074992169388594,17.116658836055265
1989-02-28,-2.625,2.5,-10.019565439462703,7.394565439462703
1989-03-31,-5.583333333333343,-1.2,-9.964138709536819,4.380805376203476
1989-04-30,-3.5916666666666686,0.7,-9.908711979610935,6.317045312944266
1989-05-31,-5.408333333333331,-0.2,-9.853285249685044,4.444951916351712
1989-06-30,-5.791666666666657,-0.8,-9.79785851975916,4.006191853092503
1989-07-31,-2.566666666666663,2.4,-9.742431789833276,7.175765123166613
1989-08-31,-1.125,3.2,-9.687005059907385,8.562005059907385
1989-09-30,0.7999999999999972,4.7,-9.631578329981501,10.431578329981498
1989-10-31,5.183333333333323,8.7,-9.576151600055617,14.75948493338894
1989-11-30,0.7583333333333258,6.6,-9.520724870129726,10.279058203463052
1989-12-31,-5.958333333333329,0.1,-9.465298140203842,3.5069648068705135
1990-01-31,-10.558333333333337,-2.5,-9.409871410277958,-1.148461923055379
1990-02-28,-14.525000000000006,-9.4,-9.354444680352067,-5.170555319647939
1990-03-31,-11.683333333333337,-7.3,-9.299017950426183,-2.384315382907154
1990-04-30,-10.99166666666666,-6.7,-9.2435912205003,-1.7480754461663608
1990-05-31,-5.308333333333337,-0.1,-9.188164490574408,3.879831157241071
1990-06-30,-5.49166666666666,-0.5,-9.132737760648524,3.6410710939818642
